Date,Affected pages
2026-08-28,2
2026-08-29,44
2026-08-30,44
2026-08-31,44
2026-09-01,44
2026-09-02,44
2026-09-03,44
2026-09-04,44
2026-09-05,44
2026-09-06,44
2026-09-07,44
2026-09-08,44
2026-09-09,44
2026-09-10,44
2026-09-11,44
2026-09-12,44
2026-09-13,44
2026-09-14,44
